,cusip_id,bond_sym_id,company_symbol,trd_exctn_dt,trd_exctn_tm,trd_rpt_dt,trd_rpt_tm,msg_seq_nb,trc_st,scrty_type_cd,wis_fl,cmsn_trd,entrd_vol_qt,rptd_pr,yld_sign_cd,yld_pt,asof_cd,days_to_sttl_ct,sale_cndtn_cd,sale_cndtn2_cd,rpt_side_cd,buy_cmsn_rt,buy_cpcty_cd,sell_cmsn_rt,sell_cpcty_cd,cntra_mp_id,agu_qsr_id,spcl_trd_fl,trdg_mkt_cd,dissem_fl,orig_msg_seq_nb,bloomberg_identifier,sub_prdct,stlmnt_dt,trd_mod_3,trd_mod_4,rptg_party_type,lckd_in_ind,ats_indicator,pr_trd_dt,first_trade_ctrl_date,first_trade_ctrl_num
124644,16161ABK3,JPM.GJ,JPM,2002-07-05,43080.0,2002-07-05,49234.0,7179,T,C,N,N,50000.0,102.246,+,6.0771,,0.0,Z,,S,,A,,A,D,,,S1,N,,,,,,,,,,,,
124873,16161ABP2,JPM.GL,JPM,2002-07-05,38242.0,2002-07-05,38245.0,2324,T,C,N,N,10000.0,107.386,+,5.505,,0.0,@,,B,,P,,P,C,,,S1,N,,,,,,,,,,,,
124874,16161ABP2,JPM.GL,JPM,2002-07-05,43446.0,2002-07-05,43447.0,4681,T,C,N,N,20000.0,109.948058,+,4.934415,,0.0,@,,S,,P,,P,C,,,S1,N,,,,,,,,,,,,
124875,16161ABP2,JPM.GL,JPM,2002-07-05,43498.0,2002-07-05,43501.0,4705,T,C,N,N,5000.0,109.948058,+,4.934415,,0.0,@,,S,,P,,P,C,,,S1,N,,,,,,,,,,,,
125152,16161ABS6,JPM.GO,JPM,2002-07-05,38213.0,2002-07-05,38216.0,2312,T,C,N,N,9000.0,104.117,+,5.524,,0.0,@,,B,,P,,P,D,,,S1,N,,,,,,,,,,,,
125153,16161ABS6,JPM.GO,JPM,2002-07-05,38593.0,2002-07-05,38594.0,2436,T,C,N,N,9000.0,104.117,+,5.524153,,0.0,@,,S,,P,,P,D,,,S1,N,,,,,,,,,,,,
125249,16161ABT4,JPM.GP,JPM,2002-07-05,42715.0,2002-07-05,42913.0,4429,T,C,N,N,500000.0,104.118999,+,4.639922,,0.0,@,,B,,P,,P,C,,,S1,N,,,,,,,,,,,,
125250,16161ABT4,JPM.GP,JPM,2002-07-05,46889.0,2002-07-05,46891.0,6371,T,C,N,N,20000.0,102.427,+,5.189153,,0.0,@,,B,,P,,P,C,,,S1,N,,,,,,,,,,,,
125252,16161ABT4,JPM.GP,JPM,2002-07-05,47640.0,2002-07-05,50638.0,7464,T,C,N,N,20000.0,102.0,+,,,0.0,@,,S,,P,,P,D,,,S1,N,,,,,,,,,,,,
125253,16161ABT4,JPM.GP,JPM,2002-07-05,47640.0,2002-07-05,50668.0,7472,T,C,N,N,20000.0,101.25,+,,,0.0,@,,B,,P,,P,C,,,S1,N,,,,,,,,,,,,
125381,16161ABU1,JPM.GQ,JPM,2002-07-05,43080.0,2002-07-05,43102.0,4527,T,C,N,N,50000.0,101.287,+,5.7615,,0.0,@,,S,,P,,P,C,,,S1,N,,,,,,,,,,,,
125382,16161ABU1,JPM.GQ,JPM,2002-07-05,43080.0,2002-07-05,43106.0,4529,T,C,N,N,50000.0,100.887,+,5.8348,,0.0,@,,B,,A,,A,D,,,S1,N,,,,,,,,,,,,
125383,16161ABU1,JPM.GQ,JPM,2002-07-05,43083.0,2002-07-05,43084.0,4524,T,C,N,N,50000.0,100.887,+,5.834835,,0.0,@,,S,,P,,P,C,,,S1,N,,,,,,,,,,,,
125505,16161ABV9,JPM.GR,JPM,2002-07-03,53856.0,2002-07-05,32915.0,540,T,C,N,N,10000.0,103.593999,+,3.627597,A,2.0,R,,B,,P,,P,C,,,S1,N,,,,,,,,,,,,
125668,16161ABX5,JPM.GS,JPM,2002-07-05,48298.0,2002-07-05,48299.0,6896,T,C,N,N,10000.0,104.893,+,6.160039,,0.0,@,,B,,P,,P,D,,,S1,N,,,,,,,,,,,,
125743,16161ABY3,JPM.GT,JPM,2002-07-05,29940.0,2002-07-05,30002.0,223,T,C,N,N,88000.0,110.5,+,,,0.0,@,,S,,P,,P,C,,,S1,N,,,,,,,,,,,,
125744,16161ABY3,JPM.GT,JPM,2002-07-05,41022.0,2002-07-05,41049.0,3505,T,C,N,N,30000.0,112.972,+,5.80937,,0.0,@,,S,,P,,P,C,,,S1,N,,,,,,,,,,,,
125838,16161LAD6,JPM.GV,JPM,2002-07-05,43911.0,2002-07-05,43931.0,4851,T,C,N,N,11000.0,29.125,+,8.340066,,0.0,@,,B,,P,,P,C,,,S1,N,,,,,,,,,,,,
125860,16161LBW3,JPM.HA,JPM,2002-07-05,43982.0,2002-07-05,44957.0,5506,T,C,N,N,10000.0,103.19,+,3.597,,0.0,@,,B,,P,,P,C,,,S1,N,,,,,,,,,,,,
125861,16161LBW3,JPM.HA,JPM,2002-07-05,49986.0,2002-07-05,49987.0,7364,T,C,N,N,10000.0,103.75,+,3.24,,0.0,@,,S,,P,,P,C,,,S1,N,,,,,,,,,,,,
125885,16161LCJ1,JPM.HI,JPM,2002-07-05,43206.0,2002-07-05,43210.0,4573,T,C,N,N,45000.0,104.0,+,4.95278,,0.0,@,,B,,P,,P,C,,,S1,N,,,,,,,,,,,,
125932,16161NAA8,JPM.IH,JPM,2002-07-05,42360.0,2002-07-05,47130.0,6457,T,C,N,N,35000.0,15.275,+,5.646,,0.0,Z,,S,,P,,P,C,,,S1,N,,,,,,,,,,,,
125933,16161NAA8,JPM.IH,JPM,2002-07-05,42600.0,2002-07-05,47131.0,6458,T,C,N,N,35000.0,15.275,+,5.646,,0.0,Z,,S,,P,,P,C,,,S1,N,,,,,,,,,,,,
126006,16161NAG5,JPM.IM,JPM,2002-07-05,44040.0,2002-07-05,44064.0,4889,T,C,N,N,2000.0,101.212999,+,3.833724,,6.0,R,,S,,P,,P,C,,,S1,N,,,,,,,,,,,,
126038,16161NAL4,JPM.IQ,JPM,2002-07-05,28932.0,2002-07-05,29043.0,107,T,C,N,N,11000.0,99.988,+,6.750048,,0.0,@,,S,,P,,P,C,,,S1,N,,,,,,,,,,,,
126039,16161NAL4,JPM.IQ,JPM,2002-07-05,40260.0,2002-07-05,40329.0,3141,T,C,N,N,8000.0,95.5,+,7.233795,,0.0,@,,B,,P,,P,C,,,S1,N,,,,,,,,,,,,
126185,16161NAP5,JPM.IT,JPM,2002-07-05,39780.0,2002-07-05,39849.0,2948,T,C,N,N,8000.0,100.0,+,6.499331,,0.0,@,,S,,P,,P,C,,,S1,N,,,,,,,,,,,,
126466,16161NBD1,JPM.JH,JPM,2002-07-05,35760.0,2002-07-05,35767.0,1347,T,C,N,N,25000.0,104.794,+,3.56034,,0.0,@,,S,,P,,P,C,,,S1,N,,,,,,,,,,,,
126519,16161NBE9,JPM.JI,JPM,2002-07-05,36712.0,2002-07-05,36997.0,1754,T,C,N,N,30000.0,100.5,+,,,0.0,@,,S,,P,,P,D,,,S1,N,,,,,,,,,,,,
126520,16161NBE9,JPM.JI,JPM,2002-07-05,36840.0,2002-07-05,36948.0,1733,T,C,N,N,30000.0,100.5,+,6.141,,0.0,@,,B,,P,,P,D,,,S1,N,,,,,,,,,,,,
126521,16161NBE9,JPM.JI,JPM,2002-07-05,36840.0,2002-07-05,49593.0,7308,T,C,N,N,30000.0,101.5,+,3.48,,0.0,Z,,S,,P,,P,C,,,S1,N,,,,,,,,,,,,
126694,162825AB9,CKP.GB,CKP,2002-07-05,35366.0,2002-07-05,39533.0,2859,T,C,N,N,848000.0,89.0,+,,,0.0,@,,S,,P,,P,C,,,S1,N,,,,,,,,,,,,
126730,163714AB4,JPM.JR,JPM,2002-07-05,42942.0,2002-07-05,43257.0,4592,T,C,N,N,300000.0,107.093999,+,4.359865,,0.0,@,,B,,P,,P,C,,,S1,N,,,,,,,,,,,,
126838,163714AF5,JPM.JU,JPM,2002-07-05,45000.0,2002-07-05,47727.0,6630,T,C,N,N,70000.0,105.735,+,5.576,,0.0,@,,S,,P,,P,D,,,S1,N,,,,,,,,,,,,
126839,163714AF5,JPM.JU,JPM,2002-07-05,45002.0,2002-07-05,45006.0,5520,T,C,N,N,70000.0,105.735,+,5.576,,0.0,@,,B,,P,,P,D,,,S1,N,,,,,,,,,,,,
126840,163714AF5,JPM.JU,JPM,2002-07-05,45003.0,2002-07-05,45007.0,5522,T,C,N,N,70000.0,105.798,+,5.564,,0.0,@,,S,,P,,P,D,,,S1,N,,,,,,,,,,,,
126841,163714AF5,JPM.JU,JPM,2002-07-05,45003.0,2002-07-05,45009.0,5524,T,C,N,N,70000.0,107.298,+,5.282,,0.0,@,,S,,P,,P,C,,,S1,N,,,,,,,,,,,,
127137,165069AT2,VZ.GZ,VZ,2002-07-05,39240.0,2002-07-05,39664.0,2896,T,C,N,N,1000000.0,102.849999,+,2.413158,,0.0,@,,B,,P,,P,C,,,S1,N,,,,,,,,,,,,
127268,165087AR8,VZ.HI,VZ,2002-07-05,32598.0,2002-07-05,32957.0,549,T,C,N,N,150000.0,103.186,+,4.973257,,0.0,@,,S,,P,,P,C,,,S1,N,,,,,,,,,,,,
127269,165087AR8,VZ.HI,VZ,2002-07-05,35040.0,2002-07-05,38724.0,2505,T,C,N,N,150000.0,103.534,+,4.85,,0.0,@,,B,,A,,P,D,,,S1,N,,,,,,,,,,,,
127356,165167AN7,CHK.GE,CHK,2002-07-05,42300.0,2002-07-05,44173.0,5025,T,C,N,N,5000.0,97.0,+,8.967,,0.0,@,,B,,P,,P,C,,,S1,N,,,,,,,,,,,,
127418,165167AS6,CHK.GI,CHK,2002-07-03,35820.0,2002-07-05,42548.0,4293,T,C,N,N,3000.0,97.75,+,,A,0.0,@,,B,,P,,P,D,,,S1,N,,,,,,,,,,,,
127419,165167AS6,CHK.GI,CHK,2002-07-03,35820.0,2002-07-05,42590.0,4310,T,C,N,N,8000.0,97.75,+,,A,0.0,@,,S,,P,,P,D,,,S1,Y,,,,,,,,,,,,
127420,165167AS6,CHK.GI,CHK,2002-07-03,35859.0,2002-07-05,35924.0,1382,T,C,N,N,11000.0,97.75,+,8.491772,A,2.0,R,,B,,P,,P,C,,,S1,Y,,,,,,,,,,,,
127421,165167AS6,CHK.GI,CHK,2002-07-03,35859.0,2002-07-05,35924.0,1386,C,C,N,N,11000.0,97.75,+,8.491772,A,2.0,R,,B,,P,,P,C,,,S1,Y,1382.0,,,,,,,,,,,
127425,165167AS6,CHK.GI,CHK,2002-07-03,46785.0,2002-07-05,46788.0,6339,T,C,N,N,3000.0,97.75,+,8.492,A,2.0,R,,S,,P,,P,D,,,S1,Y,,,,,,,,,,,,
127437,165167AS6,CHK.GI,CHK,2002-07-03,49718.0,2002-07-05,36394.0,1564,T,C,N,N,11000.0,98.75,+,8.325981,A,2.0,R,,S,,P,,P,C,,,S1,Y,,,,,,,,,,,,
127438,165167AS6,CHK.GI,CHK,2002-07-03,53064.0,2002-07-05,53067.0,7978,T,C,N,N,3000.0,97.75,+,8.492,A,2.0,R,A,B,,P,,P,C,,,S1,Y,,,,,,,,,,,,
127439,165167AS6,CHK.GI,CHK,2002-07-05,39737.0,2002-07-05,40374.0,3161,T,C,N,N,27000.0,98.75,+,8.326,,0.0,@,,B,,P,,P,C,,,S1,Y,,,,,,,,,,,,
127440,165167AS6,CHK.GI,CHK,2002-07-05,39737.0,2002-07-05,40375.0,3163,T,C,N,N,20000.0,98.75,+,8.326,,0.0,@,,B,,A,,P,C,,,S1,Y,,,,,,,,,,,,
127441,165167AS6,CHK.GI,CHK,2002-07-05,39737.0,2002-07-05,40378.0,3165,T,C,N,N,20000.0,98.75,+,8.326,,0.0,@,,S,,P,,A,D,,,S1,Y,,,,,,,,,,,,
127442,165167AS6,CHK.GI,CHK,2002-07-05,39737.0,2002-07-05,40383.0,3167,T,C,N,N,5000.0,98.75,+,8.326,,0.0,@,,B,,A,,P,C,,,S1,Y,,,,,,,,,,,,
127443,165167AS6,CHK.GI,CHK,2002-07-05,39737.0,2002-07-05,40389.0,3175,T,C,N,N,5000.0,98.75,+,8.326,,0.0,@,,S,,P,,A,D,,,S1,Y,,,,,,,,,,,,
127444,165167AS6,CHK.GI,CHK,2002-07-05,39737.0,2002-07-05,40524.0,3240,T,C,N,N,23000.0,98.75,+,8.326,,0.0,@,,B,,A,,P,C,,,S1,Y,,,,,,,,,,,,
127445,165167AS6,CHK.GI,CHK,2002-07-05,39737.0,2002-07-05,40530.0,3259,T,C,N,N,23000.0,98.75,+,8.326,,0.0,@,,S,,P,,A,D,,,S1,Y,,,,,,,,,,,,
127446,165167AS6,CHK.GI,CHK,2002-07-05,39776.0,2002-07-05,40480.0,3218,T,C,N,N,27000.0,98.4375,+,8.378,,0.0,@,,S,,P,,P,C,,,S1,Y,,,,,,,,,,,,
127447,165167AS6,CHK.GI,CHK,2002-07-05,39776.0,2002-07-05,40486.0,3220,T,C,N,N,23000.0,98.4375,+,8.378,,0.0,@,,S,,P,,A,C,,,S1,Y,,,,,,,,,,,,
127448,165167AS6,CHK.GI,CHK,2002-07-05,39776.0,2002-07-05,40491.0,3224,T,C,N,N,23000.0,98.4375,+,8.378,,0.0,@,,B,,A,,P,D,,,S1,N,,,,,,,,,,,,
127449,165167AS6,CHK.GI,CHK,2002-07-05,39776.0,2002-07-05,40497.0,3225,T,C,N,N,20000.0,98.4375,+,8.378,,0.0,@,,S,,P,,A,C,,,S1,Y,,,,,,,,,,,,
127450,165167AS6,CHK.GI,CHK,2002-07-05,39776.0,2002-07-05,40503.0,3227,T,C,N,N,20000.0,98.4375,+,8.378,,0.0,@,,B,,A,,P,D,,,S1,N,,,,,,,,,,,,
127451,165167AS6,CHK.GI,CHK,2002-07-05,39776.0,2002-07-05,40512.0,3230,T,C,N,N,5000.0,98.4375,+,8.378,,0.0,@,,S,,P,,A,C,,,S1,Y,,,,,,,,,,,,
127452,165167AS6,CHK.GI,CHK,2002-07-05,39776.0,2002-07-05,40517.0,3235,T,C,N,N,5000.0,98.4375,+,8.378,,0.0,@,,B,,A,,P,D,,,S1,N,,,,,,,,,,,,
127453,165167AS6,CHK.GI,CHK,2002-07-05,44074.0,2002-07-05,44132.0,4915,W,C,N,N,27000.0,98.375,+,8.388,,0.0,@,,B,,P,,P,C,,,S1,Y,3161.0,,,,,,,,,,,
127454,165167AS6,CHK.GI,CHK,2002-07-05,44074.0,2002-07-05,44134.0,4916,W,C,N,N,5000.0,98.375,+,8.388,,0.0,@,,B,,A,,P,C,,,S1,Y,3167.0,,,,,,,,,,,
127455,165167AS6,CHK.GI,CHK,2002-07-05,44074.0,2002-07-05,44139.0,4919,W,C,N,N,5000.0,98.375,+,8.388,,0.0,@,,S,,P,,A,D,,,S1,Y,3175.0,,,,,,,,,,,
127456,165167AS6,CHK.GI,CHK,2002-07-05,44074.0,2002-07-05,44150.0,4923,W,C,N,N,23000.0,98.375,+,8.388,,0.0,@,,B,,A,,P,C,,,S1,Y,3240.0,,,,,,,,,,,
127457,165167AS6,CHK.GI,CHK,2002-07-05,44074.0,2002-07-05,44152.0,4924,W,C,N,N,23000.0,98.375,+,8.388,,0.0,@,,S,,P,,A,D,,,S1,Y,3259.0,,,,,,,,,,,
127458,165167AS6,CHK.GI,CHK,2002-07-05,44074.0,2002-07-05,44155.0,4927,W,C,N,N,20000.0,98.375,+,8.388,,0.0,@,,B,,A,,P,C,,,S1,Y,3163.0,,,,,,,,,,,
127459,165167AS6,CHK.GI,CHK,2002-07-05,44074.0,2002-07-05,44159.0,4932,W,C,N,N,20000.0,98.375,+,8.388,,0.0,@,,S,,P,,A,D,,,S1,Y,3165.0,,,,,,,,,,,
127682,165167AV9,CHK.GJ,CHK,2002-07-03,35466.0,2002-07-05,35478.0,1253,T,C,N,N,100000.0,100.0,+,8.370224,A,2.0,R,,S,,P,,P,C,,,S1,N,,,,,,,,,,,,
127874,166784AE8,CCSB.GB,CCSB,2002-07-05,45000.0,2002-07-05,45057.0,5558,T,C,N,N,5000.0,100.0,+,9.25,,0.0,@,,B,,P,,P,D,,,S1,N,,,,,,,,,,,,
128133,170040AE9,CHIR.GB,CHIR,2002-07-03,49958.0,2002-07-05,30938.0,318,T,C,N,N,5000000.0,54.25,+,2.137,R,0.0,@,,B,,P,,P,C,,,S1,N,,,,,,,,,,,,
128221,171196AP3,DCX.GB,DCX,2002-07-05,36434.0,2002-07-05,36438.0,1589,T,C,N,N,25000.0,101.339,+,7.331,,0.0,@,,S,,P,,P,C,,,S1,N,,,,,,,,,,,,
128222,171196AP3,DCX.GB,DCX,2002-07-05,42533.0,2002-07-05,42534.0,4285,T,C,N,N,25000.0,101.5,+,7.32,,0.0,@,,S,,P,,P,C,,,S1,N,,,,,,,,,,,,
128454,171232AC5,CB.GA,CB,2002-07-05,40307.0,2002-07-05,40311.0,3132,T,C,N,N,1000000.0,106.128,+,4.024114,,0.0,@,,S,,P,,P,C,,Y,S1,N,,,,,,,,,,,,
128538,171232AF8,CB.GD,CB,2002-07-05,40560.0,2002-07-05,40562.0,3297,T,C,N,N,25000.0,103.974378,+,5.450512,,0.0,@,,S,,P,,P,C,,,S1,N,,,,,,,,,,,,
128752,171779AA9,CIEN.GA,CIEN,2002-07-05,37860.0,2002-07-05,42327.0,4168,T,C,N,N,10000.0,55.0,+,16.39,,0.0,@,,B,,P,,P,D,,,S1,N,,,,,,,,,,,,
128753,171779AA9,CIEN.GA,CIEN,2002-07-05,39260.0,2002-07-05,40184.0,3078,T,C,N,N,10000.0,54.5,+,16.59,,0.0,@,,B,,P,,P,C,,,S1,N,,,,,,,,,,,,
128754,171779AA9,CIEN.GA,CIEN,2002-07-05,39260.0,2002-07-05,40184.0,3079,T,C,N,N,10000.0,55.0,+,16.39,,0.0,@,,S,,P,,P,D,,,S1,N,,,,,,,,,,,,
129084,172062AC5,CINF.GB,CINF,2002-07-05,34800.0,2002-07-05,46101.0,6052,T,C,N,N,20870000.0,98.918,+,6.99,,0.0,Z,,S,,P,,P,C,,,S1,N,,,,,,,,,,,,
129085,172062AC5,CINF.GB,CINF,2002-07-05,37713.0,2002-07-05,37726.0,2099,T,C,N,N,20870000.0,98.331,+,7.040025,,0.0,@,,S,,P,,P,D,,,S1,N,,,,,,,,,,,,
129086,172062AC5,CINF.GB,CINF,2002-07-05,40320.0,2002-07-05,42278.0,4141,T,C,N,N,20870000.0,98.331,+,7.04,,0.0,@,,B,,P,,P,D,,,S1,N,,,,,,,,,,,,
129108,172070BR4,CIN.GB,CIN,2002-07-05,40800.0,2002-07-05,44176.0,5055,T,C,N,N,5000.0,104.0,+,6.559,,0.0,@,,S,,P,,P,C,,,S1,N,,,,,,,,,,,,
129109,172070BR4,CIN.GB,CIN,2002-07-05,40920.0,2002-07-05,44177.0,5056,T,C,N,N,10000.0,104.0,+,6.559,,0.0,@,,S,,P,,P,C,,,S1,N,,,,,,,,,,,,
129110,172070BR4,CIN.GB,CIN,2002-07-05,40920.0,2002-07-05,44177.0,5057,T,C,N,N,10000.0,104.0,+,6.559,,0.0,@,,S,,P,,P,C,,,S1,N,,,,,,,,,,,,
129152,172070CB8,CIN.GF,CIN,2002-07-03,74640.0,2002-07-05,33307.0,660,T,C,N,N,6000.0,100.875,+,,A,0.0,@,,B,,P,,P,C,,,S1,N,,,,,,,,,,,,
129153,172070CB8,CIN.GF,CIN,2002-07-03,76080.0,2002-07-05,33308.0,665,T,C,N,Y,6000.0,103.905,+,6.663,A,0.0,@,,S,,P,0.03,P,C,,,S1,N,,,,,,,,,,,,
129766,172967AW1,C.NV,C,2002-07-05,35187.0,2002-07-05,35189.0,1157,T,C,N,N,50000.0,104.019,+,3.318057,,0.0,@,,B,,P,,P,C,,,S1,N,,,,,,,,,,,,
129767,172967AW1,C.NV,C,2002-07-05,42028.0,2002-07-05,42129.0,4082,T,C,N,N,95000.0,105.984,+,2.153148,,0.0,@,,B,,A,,A,C,,,S1,N,,,,,,,,,,,,
129769,172967AW1,C.NV,C,2002-07-05,54609.0,2002-07-05,54615.0,8246,T,C,N,N,201000.0,106.109,+,2.080012,,0.0,A,,B,,A,,A,C,,,S1,N,,,,,,,,,,,,
130017,172967AX9,C.NW,C,2002-07-05,33572.0,2002-07-05,33574.0,750,T,C,N,N,15000.0,106.151087,+,5.100312,,0.0,@,,S,,P,,P,C,,,S1,N,,,,,,,,,,,,
130019,172967AX9,C.NW,C,2002-07-05,41262.0,2002-07-05,41366.0,3768,T,C,N,N,16000.0,103.54348,+,5.556039,,0.0,@,,B,,P,,P,D,,,S1,N,,,,,,,,,,,,
130020,172967AX9,C.NW,C,2002-07-05,41340.0,2002-07-05,41599.0,3877,T,C,N,N,16000.0,103.04348,+,5.645,,0.0,@,,B,,P,,P,C,,,S1,N,,,,,,,,,,,,
130021,172967AX9,C.NW,C,2002-07-05,41340.0,2002-07-05,41601.0,3880,T,C,N,N,16000.0,103.54348,+,5.556,,0.0,@,,S,,A,,A,D,,,S1,N,,,,,,,,,,,,
130354,172967AZ4,C.NX,C,2002-07-03,29880.0,2002-07-05,29900.0,204,T,C,N,N,9000.0,112.375,+,,A,0.0,@,,S,,P,,P,C,,,S1,Y,,,,,,,,,,,,
130374,172967AZ4,C.NX,C,2002-07-05,36237.0,2002-07-05,36243.0,1495,T,C,N,Y,7000.0,113.584,+,5.487,,0.0,@,,S,,P,2.05,P,C,,,S1,Y,,,,,,,,,,,,
130375,172967AZ4,C.NX,C,2002-07-05,37680.0,2002-07-05,45924.0,5994,T,C,N,Y,25000.0,111.124,+,5.618,,0.0,N,Z,S,,P,0.5,P,C,,,S1,Y,,,,,,,,,,,,
130376,172967AZ4,C.NX,C,2002-07-05,45912.0,2002-07-05,45931.0,6000,T,C,N,N,6000.0,108.152,+,5.978776,,0.0,@,,B,,P,,P,C,,,S1,Y,,,,,,,,,,,,
130377,172967AZ4,C.NX,C,2002-07-05,48960.0,2002-07-05,52724.0,7937,T,C,N,N,6000.0,108.152,+,5.979,,0.0,A,,S,,P,,A,D,,,S1,Y,,,,,,,,,,,,
131321,172967BA8,C.NY,C,2002-07-02,40026.0,2002-07-05,41615.0,3888,T,C,N,N,7000000.0,107.588999,+,4.322208,A,0.0,N,,B,,P,,P,C,,,S1,Y,,,,,,,,,,,,
131331,172967BA8,C.NY,C,2002-07-02,58081.0,2002-07-05,41601.0,3879,T,C,N,N,7000000.0,107.588999,+,4.322208,R,0.0,@,,B,,P,,P,C,,,S1,Y,,,,,,,,,,,,
131342,172967BA8,C.NY,C,2002-07-05,36305.0,2002-07-05,36328.0,1529,T,C,N,N,30000.0,108.28,+,4.108,,0.0,@,,S,,P,,P,C,,,S1,Y,,,,,,,,,,,,
131343,172967BA8,C.NY,C,2002-07-05,36305.0,2002-07-05,36332.0,1530,T,C,N,N,30000.0,107.905,+,4.222,,0.0,@,,S,,P,,P,D,,,S1,Y,,,,,,,,,,,,
131344,172967BA8,C.NY,C,2002-07-05,37106.0,2002-07-05,37106.0,1800,T,C,N,N,30000.0,106.5,+,4.654,,0.0,@,,B,,P,,P,C,,,S1,Y,,,,,,,,,,,,
131345,172967BA8,C.NY,C,2002-07-05,40971.0,2002-07-05,41964.0,4016,T,C,N,N,500000.0,107.25,+,4.423,,0.0,@,,B,,P,,P,C,,,S1,Y,,,,,,,,,,,,
131985,172967BC4,C.OA,C,2002-07-05,26796.0,2002-07-05,27920.0,17,T,C,N,Y,50000.0,109.556,+,5.39,,0.0,@,,S,,P,2.05,P,C,,,S1,Y,,,,,,,,,,,,
131986,172967BC4,C.OA,C,2002-07-05,30046.0,2002-07-05,30046.0,228,T,C,N,N,15000.0,103.8627,+,5.916089,,0.0,@,,B,,P,,P,D,,,S1,N,,,,,,,,,,,,
131987,172967BC4,C.OA,C,2002-07-05,30060.0,2002-07-05,33310.0,683,T,C,N,N,15000.0,103.862733,+,,,0.0,@,,S,,P,,P,D,,,S1,Y,,,,,,,,,,,,
131988,172967BC4,C.OA,C,2002-07-05,30060.0,2002-07-05,33310.0,685,T,C,N,N,15000.0,103.8627,+,,,0.0,@,,B,,P,,P,C,,,S1,Y,,,,,,,,,,,,
131989,172967BC4,C.OA,C,2002-07-05,40591.0,2002-07-05,40592.0,3312,T,C,N,N,2000.0,104.125,+,5.877,,0.0,@,,B,,P,,P,C,,,S1,Y,,,,,,,,,,,,
131990,172967BC4,C.OA,C,2002-07-05,42925.0,2002-07-05,42928.0,4437,T,C,N,N,10000.0,104.427,+,5.833,,0.0,@,,S,,P,,P,C,,,S1,Y,,,,,,,,,,,,
131991,172967BC4,C.OA,C,2002-07-05,43133.0,2002-07-05,43210.0,4570,T,C,N,N,20000.0,105.408,+,5.690073,,0.0,@,,S,,P,,P,C,,,S1,Y,,,,,,,,,,,,
131992,172967BC4,C.OA,C,2002-07-05,46027.0,2002-07-05,46044.0,6041,T,C,N,N,4000.0,103.813,+,5.923427,,0.0,@,,B,,P,,P,C,,,S1,Y,,,,,,,,,,,,
131993,172967BC4,C.OA,C,2002-07-05,48960.0,2002-07-05,52725.0,7938,T,C,N,N,4000.0,103.813,+,5.923,,0.0,A,,S,,P,,A,D,,,S1,Y,,,,,,,,,,,,
132804,172967BD2,C.OB,C,2002-07-05,36660.0,2002-07-05,37089.0,1793,T,C,N,N,30000.0,103.0,+,,,0.0,@,,B,,P,,P,D,,,S1,N,,,,,,,,,,,,
132805,172967BD2,C.OB,C,2002-07-05,36720.0,2002-07-05,37130.0,1807,T,C,N,N,30000.0,103.5,+,,,0.0,@,,S,,P,,P,D,,,S1,Y,,,,,,,,,,,,
132806,172967BD2,C.OB,C,2002-07-05,36971.0,2002-07-05,36971.0,1741,T,C,N,N,30000.0,103.723399,+,3.24969,,0.0,@,,B,,P,,P,D,,,S1,N,,,,,,,,,,,,
132807,172967BD2,C.OB,C,2002-07-05,36995.0,2002-07-05,36996.0,1753,T,C,N,N,30000.0,103.723,+,3.25,,0.0,@,,S,,P,,P,D,,,S1,Y,,,,,,,,,,,,
132808,172967BD2,C.OB,C,2002-07-05,37466.0,2002-07-05,38631.0,2450,T,C,N,N,30000.0,103.0,+,3.716,,0.0,@,,S,,P,,P,C,,,S1,Y,,,,,,,,,,,,
132809,172967BD2,C.OB,C,2002-07-05,39442.0,2002-07-05,39489.0,2846,T,C,N,N,12000.0,101.875,+,4.449423,,0.0,@,,S,,A,,A,C,,,S1,Y,,,,,,,,,,,,
132811,172967BD2,C.OB,C,2002-07-05,47028.0,2002-07-05,47028.0,6414,T,C,N,N,25000.0,103.6914,+,3.270216,,0.0,@,,B,,P,,P,D,,,S1,N,,,,,,,,,,,,
132812,172967BD2,C.OB,C,2002-07-05,47520.0,2002-07-05,53869.0,8181,T,C,N,N,25000.0,103.666,+,3.287,,0.0,Z,A,B,,P,,P,C,,,S1,Y,,,,,,,,,,,,
133123,172967BF7,C.OD,C,2002-07-05,2040.0,2002-07-05,31185.0,347,T,C,N,N,200000.0,104.5,+,4.458,,0.0,@,,S,,P,,P,C,,,S1,Y,,,,,,,,,,,,
133125,172967BF7,C.OD,C,2002-07-05,32154.0,2002-07-05,32171.0,454,T,C,N,N,25000.0,104.525,+,4.450932,,0.0,@,,S,,P,,P,D,,,S1,Y,,,,,,,,,,,,
133126,172967BF7,C.OD,C,2002-07-05,33302.0,2002-07-05,33748.0,806,T,C,N,N,30000.0,104.278,+,4.519948,,0.0,@,,S,,P,,P,C,,,S1,Y,,,,,,,,,,,,
133127,172967BF7,C.OD,C,2002-07-05,33660.0,2002-07-05,36922.0,1717,T,C,N,N,30000.0,104.278,+,4.52,,0.0,@,,B,,P,,P,D,,,S1,N,,,,,,,,,,,,
